Feature,Importance,Timestep,Feature_Index,Real_Feature,Feature_Family,Temporal_or_Base
timestep_5_feature_63,0.0,5,63,Avg_Bwd_Bytes_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_5_feature_65,0.0,5,65,Avg_Bwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_27,0.0,5,27,Avg_Flow_Duration_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_28,0.0,5,28,Avg_Flow_Duration_Diff5,Difference,Temporal / Behaviour
timestep_5_feature_29,0.0,5,29,Avg_Flow_Duration_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_30,0.0,5,30,Avg_Flow_Duration_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_82,0.0,5,82,Avg_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_5_feature_83,0.0,5,83,Avg_Packet_Length_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_85,0.0,5,85,Avg_Packet_Length_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_66,0.0,5,66,Avg_Bwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_5_feature_68,0.0,5,68,Avg_Bytes_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_5_feature_69,0.0,5,69,Avg_Bytes_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_70,0.0,5,70,Avg_Bytes_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_74,0.0,5,74,Avg_Bytes_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_5_feature_75,0.0,5,75,Avg_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_76,0.0,5,76,Avg_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_5_feature_77,0.0,5,77,Avg_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_79,0.0,5,79,Avg_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_2_feature_100,0.0,2,100,Avg_Fwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_2_feature_101,0.0,2,101,Avg_Fwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_93,0.0,5,93,Avg_Packet_Length_Std_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_97,0.0,5,97,Avg_Packet_Length_Std_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_99,0.0,5,99,Avg_Fwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_101,0.0,5,101,Avg_Fwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_105,0.0,5,105,Avg_Fwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_106,0.0,5,106,Avg_Fwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_2_feature_105,0.0,2,105,Avg_Fwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_107,0.0,2,107,Avg_Bwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_2_feature_108,0.0,2,108,Avg_Bwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_2_feature_109,0.0,2,109,Avg_Bwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_113,0.0,2,113,Avg_Bwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_114,0.0,2,114,Avg_Bwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_2_feature_115,0.0,2,115,SYN_Count_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_81,0.0,5,81,Avg_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_86,0.0,5,86,Avg_Packet_Length_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_89,0.0,5,89,Avg_Packet_Length_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_138,0.0,2,138,PSH_Count_Slope5,Slope,Temporal / Behaviour
timestep_2_feature_139,0.0,2,139,ACK_Count_Diff1,Difference,Temporal / Behaviour
timestep_2_feature_141,0.0,2,141,ACK_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_145,0.0,2,145,ACK_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_146,0.0,2,146,ACK_Count_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_114,0.0,4,114,Avg_Bwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_115,0.0,4,115,SYN_Count_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_117,0.0,4,117,SYN_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_93,0.0,4,93,Avg_Packet_Length_Std_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_97,0.0,4,97,Avg_Packet_Length_Std_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_139,0.0,5,139,ACK_Count_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_140,0.0,5,140,ACK_Count_Diff5,Difference,Temporal / Behaviour
timestep_5_feature_144,0.0,5,144,ACK_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_5_feature_107,0.0,5,107,Avg_Bwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_109,0.0,5,109,Avg_Bwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_110,0.0,5,110,Avg_Bwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_113,0.0,5,113,Avg_Bwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_114,0.0,5,114,Avg_Bwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_5_feature_117,0.0,5,117,SYN_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_118,0.0,5,118,SYN_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_121,0.0,5,121,SYN_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_123,0.0,5,123,RST_Count_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_125,0.0,5,125,RST_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_97,0.0,2,97,Avg_Packet_Length_Std_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_98,0.0,2,98,Avg_Packet_Length_Std_Slope5,Slope,Temporal / Behaviour
timestep_2_feature_99,0.0,2,99,Avg_Fwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_145,0.0,5,145,ACK_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_147,0.0,5,147,Unique_Destination_Ports_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_148,0.0,5,148,Unique_Destination_Ports_Diff5,Difference,Temporal / Behaviour
timestep_5_feature_149,0.0,5,149,Unique_Destination_Ports_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_129,0.0,5,129,RST_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_131,0.0,5,131,PSH_Count_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_133,0.0,5,133,PSH_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_134,0.0,5,134,PSH_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_137,0.0,5,137,PSH_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_138,0.0,5,138,PSH_Count_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_99,0.0,4,99,Avg_Fwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_100,0.0,4,100,Avg_Fwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_101,0.0,4,101,Avg_Fwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_102,0.0,4,102,Avg_Fwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_4_feature_105,0.0,4,105,Avg_Fwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_4_feature_106,0.0,4,106,Avg_Fwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_107,0.0,4,107,Avg_Bwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_108,0.0,4,108,Avg_Bwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_110,0.0,4,110,Avg_Bwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_4_feature_74,0.0,4,74,Avg_Bytes_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_75,0.0,4,75,Avg_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_76,0.0,4,76,Avg_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_2_feature_91,0.0,2,91,Avg_Packet_Length_Std_Diff1,Difference,Temporal / Behaviour
timestep_2_feature_93,0.0,2,93,Avg_Packet_Length_Std_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_33,0.0,6,33,Avg_Flow_Duration_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_153,0.0,5,153,Unique_Destination_Ports_ZScore5,Z-Score,Temporal / Behaviour
timestep_5_feature_154,0.0,5,154,Unique_Destination_Ports_Slope5,Slope,Temporal / Behaviour
timestep_5_feature_160,0.0,5,160,Bwd_Fwd_Byte_Ratio,Behaviour Ratio,Temporal / Behaviour
timestep_2_feature_85,0.0,2,85,Avg_Packet_Length_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_86,0.0,2,86,Avg_Packet_Length_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_89,0.0,2,89,Avg_Packet_Length_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_90,0.0,2,90,Avg_Packet_Length_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_46,0.0,6,46,Avg_Bwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_68,0.0,2,68,Avg_Bytes_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_2_feature_69,0.0,2,69,Avg_Bytes_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_19,0.0,6,19,Flow_Count_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_20,0.0,6,20,Flow_Count_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_21,0.0,6,21,Flow_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_25,0.0,6,25,Flow_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_26,0.0,6,26,Flow_Count_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_27,0.0,6,27,Avg_Flow_Duration_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_29,0.0,6,29,Avg_Flow_Duration_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_30,0.0,6,30,Avg_Flow_Duration_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_82,0.0,2,82,Avg_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_2_feature_83,0.0,2,83,Avg_Packet_Length_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_49,0.0,6,49,Avg_Bwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_50,0.0,6,50,Avg_Bwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_52,0.0,6,52,Avg_Fwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_53,0.0,6,53,Avg_Fwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_34,0.0,6,34,Avg_Flow_Duration_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_35,0.0,6,35,Avg_Fwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_36,0.0,6,36,Avg_Fwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_38,0.0,6,38,Avg_Fwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_92,0.0,5,92,Avg_Packet_Length_Std_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_42,0.0,6,42,Avg_Fwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_43,0.0,6,43,Avg_Bwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_44,0.0,6,44,Avg_Bwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_45,0.0,6,45,Avg_Bwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_62,0.0,6,62,Avg_Bwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_63,0.0,6,63,Avg_Bwd_Bytes_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_6_feature_65,0.0,6,65,Avg_Bwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_66,0.0,6,66,Avg_Bwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_67,0.0,6,67,Avg_Bytes_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_68,0.0,6,68,Avg_Bytes_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_69,0.0,6,69,Avg_Bytes_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_70,0.0,6,70,Avg_Bytes_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_73,0.0,2,73,Avg_Bytes_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_74,0.0,2,74,Avg_Bytes_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_2_feature_76,0.0,2,76,Avg_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_2_feature_77,0.0,2,77,Avg_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_79,0.0,2,79,Avg_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_2_feature_81,0.0,2,81,Avg_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_4_feature_58,0.0,4,58,Avg_Fwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_77,0.0,6,77,Avg_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_78,0.0,6,78,Avg_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_81,0.0,6,81,Avg_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_82,0.0,6,82,Avg_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_84,0.0,6,84,Avg_Packet_Length_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_85,0.0,6,85,Avg_Packet_Length_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_86,0.0,6,86,Avg_Packet_Length_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_89,0.0,6,89,Avg_Packet_Length_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_90,0.0,6,90,Avg_Packet_Length_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_57,0.0,6,57,Avg_Fwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_58,0.0,6,58,Avg_Fwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_59,0.0,6,59,Avg_Bwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_60,0.0,6,60,Avg_Bwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_74,0.0,6,74,Avg_Bytes_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_75,0.0,6,75,Avg_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_76,0.0,6,76,Avg_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_77,0.0,4,77,Avg_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_79,0.0,4,79,Avg_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_81,0.0,4,81,Avg_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_4_feature_82,0.0,4,82,Avg_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_83,0.0,4,83,Avg_Packet_Length_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_84,0.0,4,84,Avg_Packet_Length_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_85,0.0,4,85,Avg_Packet_Length_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_86,0.0,4,86,Avg_Packet_Length_PctChange5,Percentage Change,Temporal / Behaviour
timestep_4_feature_88,0.0,4,88,Avg_Packet_Length_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_4_feature_89,0.0,4,89,Avg_Packet_Length_ZScore5,Z-Score,Temporal / Behaviour
timestep_4_feature_91,0.0,4,91,Avg_Packet_Length_Std_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_53,0.0,4,53,Avg_Fwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_123,0.0,6,123,RST_Count_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_125,0.0,6,125,RST_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_127,0.0,6,127,RST_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_6_feature_91,0.0,6,91,Avg_Packet_Length_Std_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_92,0.0,6,92,Avg_Packet_Length_Std_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_93,0.0,6,93,Avg_Packet_Length_Std_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_94,0.0,6,94,Avg_Packet_Length_Std_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_98,0.0,6,98,Avg_Packet_Length_Std_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_99,0.0,6,99,Avg_Fwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_100,0.0,6,100,Avg_Fwd_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_101,0.0,6,101,Avg_Fwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_102,0.0,6,102,Avg_Fwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_105,0.0,6,105,Avg_Fwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_61,0.0,2,61,Avg_Bwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_62,0.0,2,62,Avg_Bwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_65,0.0,2,65,Avg_Bwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_66,0.0,2,66,Avg_Bwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_2_feature_67,0.0,2,67,Avg_Bytes_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_130,0.0,6,130,RST_Count_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_131,0.0,6,131,PSH_Count_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_107,0.0,6,107,Avg_Bwd_Packets_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_109,0.0,6,109,Avg_Bwd_Packets_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_110,0.0,6,110,Avg_Bwd_Packets_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_113,0.0,6,113,Avg_Bwd_Packets_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_114,0.0,6,114,Avg_Bwd_Packets_Per_Second_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_116,0.0,6,116,SYN_Count_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_117,0.0,6,117,SYN_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_118,0.0,6,118,SYN_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_121,0.0,6,121,SYN_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_57,0.0,2,57,Avg_Fwd_Bytes_ZScore5,Z-Score,Temporal / Behaviour
timestep_4_feature_59,0.0,4,59,Avg_Bwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_60,0.0,4,60,Avg_Bwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_61,0.0,4,61,Avg_Bwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_63,0.0,4,63,Avg_Bwd_Bytes_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_66,0.0,4,66,Avg_Bwd_Bytes_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_67,0.0,4,67,Avg_Bytes_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_4_feature_68,0.0,4,68,Avg_Bytes_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_69,0.0,4,69,Avg_Bytes_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_70,0.0,4,70,Avg_Bytes_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_4_feature_45,0.0,4,45,Avg_Bwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_46,0.0,4,46,Avg_Bwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_148,0.0,2,148,Unique_Destination_Ports_Diff5,Difference,Temporal / Behaviour
timestep_2_feature_59,0.0,2,59,Avg_Bwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_133,0.0,6,133,PSH_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_134,0.0,6,134,PSH_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_138,0.0,6,138,PSH_Count_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_139,0.0,6,139,ACK_Count_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_140,0.0,6,140,ACK_Count_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_141,0.0,6,141,ACK_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_6_feature_142,0.0,6,142,ACK_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_145,0.0,6,145,ACK_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_146,0.0,6,146,ACK_Count_Slope5,Slope,Temporal / Behaviour
timestep_6_feature_147,0.0,6,147,Unique_Destination_Ports_Diff1,Difference,Temporal / Behaviour
timestep_6_feature_148,0.0,6,148,Unique_Destination_Ports_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_149,0.0,6,149,Unique_Destination_Ports_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_53,0.0,2,53,Avg_Fwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_21,0.0,7,21,Flow_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_22,0.0,7,22,Flow_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_23,0.0,7,23,Flow_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_7_feature_25,0.0,7,25,Flow_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_27,0.0,7,27,Avg_Flow_Duration_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_28,0.0,7,28,Avg_Flow_Duration_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_29,0.0,7,29,Avg_Flow_Duration_PctChange1,Percentage Change,Temporal / Behaviour
timestep_7_feature_30,0.0,7,30,Avg_Flow_Duration_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_153,0.0,6,153,Unique_Destination_Ports_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_160,0.0,6,160,Bwd_Fwd_Byte_Ratio,Behaviour Ratio,Temporal / Behaviour
timestep_2_feature_150,0.0,2,150,Unique_Destination_Ports_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_153,0.0,2,153,Unique_Destination_Ports_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_154,0.0,2,154,Unique_Destination_Ports_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_50,0.0,4,50,Avg_Bwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_28,0.0,4,28,Avg_Flow_Duration_Diff5,Difference,Temporal / Behaviour
timestep_4_feature_29,0.0,4,29,Avg_Flow_Duration_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_30,0.0,4,30,Avg_Flow_Duration_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_19,0.0,7,19,Flow_Count_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_20,0.0,7,20,Flow_Count_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_52,0.0,7,52,Avg_Fwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_53,0.0,7,53,Avg_Fwd_Bytes_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_36,0.0,2,36,Avg_Fwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_2_feature_37,0.0,2,37,Avg_Fwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
timestep_2_feature_38,0.0,2,38,Avg_Fwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_41,0.0,2,41,Avg_Fwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_42,0.0,2,42,Avg_Fwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_2_feature_43,0.0,2,43,Avg_Bwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_2_feature_44,0.0,2,44,Avg_Bwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_2_feature_46,0.0,2,46,Avg_Bwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_2_feature_49,0.0,2,49,Avg_Bwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_2_feature_50,0.0,2,50,Avg_Bwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_2_feature_51,0.0,2,51,Avg_Fwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_34,0.0,7,34,Avg_Flow_Duration_Slope5,Slope,Temporal / Behaviour
timestep_7_feature_67,0.0,7,67,Avg_Bytes_Per_Second_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_68,0.0,7,68,Avg_Bytes_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_70,0.0,7,70,Avg_Bytes_Per_Second_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_73,0.0,7,73,Avg_Bytes_Per_Second_ZScore5,Z-Score,Temporal / Behaviour
timestep_7_feature_35,0.0,7,35,Avg_Fwd_Packets_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_36,0.0,7,36,Avg_Fwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_7_feature_37,0.0,7,37,Avg_Fwd_Packets_PctChange1,Percentage Change,Temporal / Behaviour
