Feature,Importance,Timestep,Feature_Index,Real_Feature,Feature_Family,Temporal_or_Base
timestep_10_feature_31,0.01682352,10,31,Avg_Flow_Duration_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_7_feature_31,0.011584193,7,31,Avg_Flow_Duration_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_135,0.01134013,10,135,PSH_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_8_feature_127,0.009248446,8,127,RST_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_55,0.009058272,10,55,Avg_Fwd_Bytes_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_8_feature_23,0.008534232,8,23,Flow_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_31,0.007481941,9,31,Avg_Flow_Duration_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_8_feature_31,0.007316307,8,31,Avg_Flow_Duration_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_23,0.007173347,10,23,Flow_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_6_feature_23,0.007052295,6,23,Flow_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_5_feature_23,0.0068666246,5,23,Flow_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_6_feature_31,0.0062353085,6,31,Avg_Flow_Duration_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_7_feature_119,0.006062434,7,119,SYN_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_3_feature_130,0.0058835065,3,130,RST_Count_Slope5,Slope,Temporal / Behaviour
timestep_4_feature_135,0.0057190647,4,135,PSH_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_2_feature_128,0.005576007,2,128,RST_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_9_feature_55,0.005355211,9,55,Avg_Fwd_Bytes_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_22,0.0053483066,10,22,Flow_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_23,0.005106031,9,23,Flow_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_2_feature_135,0.004931111,2,135,PSH_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_147,0.0049073873,4,147,Unique_Destination_Ports_Diff1,Difference,Temporal / Behaviour
timestep_7_feature_85,0.0048201657,7,85,Avg_Packet_Length_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_69,0.0047434084,10,69,Avg_Bytes_Per_Second_PctChange1,Percentage Change,Temporal / Behaviour
timestep_5_feature_31,0.0047062654,5,31,Avg_Flow_Duration_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_127,0.0046749488,10,127,RST_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_56,0.004293162,9,56,Avg_Fwd_Bytes_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_4_feature_119,0.004233964,4,119,SYN_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_1_feature_127,0.004192833,1,127,RST_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_3_feature_104,0.0039029294,3,104,Avg_Fwd_Packets_Per_Second_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_6_feature_79,0.0038756358,6,79,Avg_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_2_feature_147,0.0037763556,2,147,Unique_Destination_Ports_Diff1,Difference,Temporal / Behaviour
timestep_3_feature_147,0.003760069,3,147,Unique_Destination_Ports_Diff1,Difference,Temporal / Behaviour
timestep_1_feature_136,0.0037568216,1,136,PSH_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_2_feature_119,0.0035854692,2,119,SYN_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_1_feature_23,0.003445219,1,23,Flow_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_6_feature_119,0.0033957702,6,119,SYN_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_2_feature_88,0.003274068,2,88,Avg_Packet_Length_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_5_feature_95,0.0032290854,5,95,Avg_Packet_Length_Std_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_1_feature_135,0.0031712723,1,135,PSH_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_3_feature_120,0.0031530876,3,120,SYN_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_10_feature_147,0.0031142612,10,147,Unique_Destination_Ports_Diff1,Difference,Temporal / Behaviour
timestep_9_feature_135,0.0031075524,9,135,PSH_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_87,0.0031035875,9,87,Avg_Packet_Length_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_119,0.0030980343,9,119,SYN_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_1_feature_24,0.0030660776,1,24,Flow_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_2_feature_120,0.0030501492,2,120,SYN_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_2_feature_127,0.0030439158,2,127,RST_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_47,0.0030217425,9,47,Avg_Bwd_Packets_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_152,0.003015346,9,152,Unique_Destination_Ports_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_9_feature_21,0.0030130288,9,21,Flow_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_142,0.0029850656,10,142,ACK_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_119,0.0028914257,5,119,SYN_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_111,0.0028803612,10,111,Avg_Bwd_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_120,0.0028610516,4,120,SYN_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_2_feature_60,0.0028557049,2,60,Avg_Bwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_111,0.0027706595,6,111,Avg_Bwd_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_128,0.0027587346,4,128,RST_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_4_feature_152,0.0027383645,4,152,Unique_Destination_Ports_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_1_feature_103,0.0027214591,1,103,Avg_Fwd_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_6_feature_24,0.0026779012,6,24,Flow_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_5_feature_142,0.0026548328,5,142,ACK_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_4_feature_31,0.0026467543,4,31,Avg_Flow_Duration_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_1_feature_120,0.00261356,1,120,SYN_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_8_feature_136,0.0026039532,8,136,PSH_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_8_feature_104,0.002590647,8,104,Avg_Fwd_Packets_Per_Second_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_4_feature_143,0.0025896716,4,143,ACK_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_8_feature_56,0.0025785943,8,56,Avg_Fwd_Bytes_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_2_feature_96,0.0025739705,2,96,Avg_Packet_Length_Std_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_4_feature_55,0.0025516485,4,55,Avg_Fwd_Bytes_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_112,0.0025493943,10,112,Avg_Bwd_Packets_Per_Second_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_2_feature_143,0.0025176308,2,143,ACK_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_7_feature_33,0.002512159,7,33,Avg_Flow_Duration_ZScore5,Z-Score,Temporal / Behaviour
timestep_4_feature_112,0.0024687392,4,112,Avg_Bwd_Packets_Per_Second_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_8_feature_111,0.0024436999,8,111,Avg_Bwd_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_134,0.0024309768,10,134,PSH_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_1_feature_36,0.0024109096,1,36,Avg_Fwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_48,0.002399833,8,48,Avg_Bwd_Packets_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_8_feature_47,0.0023953984,8,47,Avg_Bwd_Packets_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_8_feature_96,0.0023101084,8,96,Avg_Packet_Length_Std_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_2_feature_144,0.0023057607,2,144,ACK_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_9_feature_79,0.002305677,9,79,Avg_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_151,0.0022835785,4,151,Unique_Destination_Ports_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_95,0.0022780285,10,95,Avg_Packet_Length_Std_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_8_feature_51,0.0022752658,8,51,Avg_Fwd_Bytes_Diff1,Difference,Temporal / Behaviour
timestep_2_feature_23,0.0022396643,2,23,Flow_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_39,0.002237518,9,39,Avg_Fwd_Packets_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_1_feature_119,0.0022198118,1,119,SYN_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_5_feature_143,0.0022129626,5,143,ACK_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_76,0.0021958128,9,76,Avg_Packets_Per_Second_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_64,0.0021786517,6,64,Avg_Bwd_Bytes_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_9_feature_52,0.0021340486,9,52,Avg_Fwd_Bytes_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_133,0.0021298502,10,133,PSH_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_48,0.0021226706,4,48,Avg_Bwd_Packets_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_1_feature_121,0.0021062607,1,121,SYN_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_115,0.0021053907,6,115,SYN_Count_Diff1,Difference,Temporal / Behaviour
timestep_5_feature_96,0.002086345,5,96,Avg_Packet_Length_Std_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_1_feature_32,0.0020686872,1,32,Avg_Flow_Duration_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_10_feature_119,0.002066855,10,119,SYN_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_6_feature_39,0.0020579812,6,39,Avg_Fwd_Packets_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_3_feature_151,0.0020520505,3,151,Unique_Destination_Ports_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_127,0.0020395399,9,127,RST_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_23,0.0020287756,4,23,Flow_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_7_feature_24,0.0020257807,7,24,Flow_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_3_feature_54,0.0020228855,3,54,Avg_Fwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_7_feature_39,0.0020202517,7,39,Avg_Fwd_Packets_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_49,0.002016732,4,49,Avg_Bwd_Packets_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_22,0.0020155623,6,22,Flow_Count_PctChange5,Percentage Change,Temporal / Behaviour
timestep_3_feature_88,0.0020028776,3,88,Avg_Packet_Length_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_3_feature_72,0.0019926243,3,72,Avg_Bytes_Per_Second_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_4_feature_96,0.001985906,4,96,Avg_Packet_Length_Std_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_10_feature_38,0.0019760597,10,38,Avg_Fwd_Packets_PctChange5,Percentage Change,Temporal / Behaviour
timestep_10_feature_28,0.0019738534,10,28,Avg_Flow_Duration_Diff5,Difference,Temporal / Behaviour
timestep_8_feature_71,0.0019688904,8,71,Avg_Bytes_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_92,0.0019622731,4,92,Avg_Packet_Length_Std_Diff5,Difference,Temporal / Behaviour
timestep_6_feature_129,0.0019461088,6,129,RST_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_1_feature_31,0.0019376985,1,31,Avg_Flow_Duration_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_7_feature_143,0.0019291785,7,143,ACK_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_8_feature_135,0.0019278653,8,135,PSH_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_1_feature_88,0.0019187188,1,88,Avg_Packet_Length_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_2_feature_31,0.0019157268,2,31,Avg_Flow_Duration_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_6_feature_54,0.0019131136,6,54,Avg_Fwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_1_feature_125,0.001902487,1,125,RST_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_10_feature_50,0.0018971587,10,50,Avg_Bwd_Packets_Slope5,Slope,Temporal / Behaviour
timestep_8_feature_25,0.0018909666,8,25,Flow_Count_ZScore5,Z-Score,Temporal / Behaviour
timestep_6_feature_120,0.0018673122,6,120,SYN_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_6_feature_135,0.0018630145,6,135,PSH_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_39,0.001817791,4,39,Avg_Fwd_Packets_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_111,0.0018170101,9,111,Avg_Bwd_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_88,0.0017795436,10,88,Avg_Packet_Length_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_9_feature_150,0.0017692642,9,150,Unique_Destination_Ports_PctChange5,Percentage Change,Temporal / Behaviour
timestep_6_feature_150,0.0017009304,6,150,Unique_Destination_Ports_PctChange5,Percentage Change,Temporal / Behaviour
timestep_8_feature_54,0.0016993183,8,54,Avg_Fwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_5_feature_39,0.0016832051,5,39,Avg_Fwd_Packets_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_141,0.0016790304,4,141,ACK_Count_PctChange1,Percentage Change,Temporal / Behaviour
timestep_4_feature_159,0.0016730671,4,159,Bwd_Fwd_Packet_Ratio,Behaviour Ratio,Temporal / Behaviour
timestep_2_feature_104,0.0016616062,2,104,Avg_Fwd_Packets_Per_Second_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_5_feature_104,0.0016496001,5,104,Avg_Fwd_Packets_Per_Second_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_7_feature_120,0.0016380274,7,120,SYN_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_10_feature_24,0.0016195732,10,24,Flow_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_3_feature_48,0.0016168199,3,48,Avg_Bwd_Packets_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_6_feature_47,0.0016159603,6,47,Avg_Bwd_Packets_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_10_feature_36,0.0015899349,10,36,Avg_Fwd_Packets_Diff5,Difference,Temporal / Behaviour
timestep_10_feature_159,0.0015598378,10,159,Bwd_Fwd_Packet_Ratio,Behaviour Ratio,Temporal / Behaviour
timestep_10_feature_87,0.0015495272,10,87,Avg_Packet_Length_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_6_feature_48,0.001539441,6,48,Avg_Bwd_Packets_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_1_feature_63,0.0015386216,1,63,Avg_Bwd_Bytes_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_4_feature_144,0.0015298801,4,144,ACK_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_3_feature_96,0.0015251518,3,96,Avg_Packet_Length_Std_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_7_feature_152,0.0015211094,7,152,Unique_Destination_Ports_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_2_feature_54,0.0015190446,2,54,Avg_Fwd_Bytes_PctChange5,Percentage Change,Temporal / Behaviour
timestep_9_feature_24,0.0015166131,9,24,Flow_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_7_feature_135,0.0015059338,7,135,PSH_Count_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_9_feature_120,0.0015049266,9,120,SYN_Count_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_1_feature_48,0.0015035865,1,48,Avg_Bwd_Packets_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_10_feature_103,0.0015020893,10,103,Avg_Fwd_Packets_Per_Second_RollingMean5,Rolling Mean,Temporal / Behaviour
timestep_2_feature_32,0.0014998099,2,32,Avg_Flow_Duration_RollingStd5,Rolling Std,Temporal / Behaviour
timestep_9_feature_147,0.0014911387,9,147,Unique_Destination_Ports_Diff1,Difference,Temporal / Behaviour
timestep_10_feature_48,0.0014886423,10,48,Avg_Bwd_Packets_RollingStd5,Rolling Std,Temporal / Behaviour
